年	月	管区	都道府県	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2015	2	近畿	奈良	403	2	494
2015	2	近畿	和歌山	272	3	338
2015	2	近畿	計	7270	49	8686
2015	2	中国	鳥取	81	2	98
2015	2	中国	島根	118	3	130
2015	2	中国	岡山	877	9	1075
2015	2	中国	広島	809	9	985
2015	2	中国	山口	425	4	536
2015	2	中国	計	2310	27	2824
2015	2	四国	徳島	271	2	330
2015	2	四国	香川	643	7	794
2015	2	四国	愛媛	437	9	498
2015	2	四国	高知	192	2	217
2015	2	四国	計	1543	20	1839
2015	2	九州	福岡	3132	14	4044
2015	2	九州	佐賀	664	5	859
2015	2	九州	長崎	457	1	590
2015	2	九州	熊本	546	4	678
2015	2	九州	大分	379	1	507
2015	2	九州	宮崎	751	2	838
2015	2	九州	鹿児島	619	7	730
2015	2	九州	沖縄	391	4	427
2015	2	九州	計	6939	38	8673
2015	2	合計	計	42027	308	51208
2015	1	北海道	札幌	752	3	889
2015	1	北海道	函館	74	0	91
2015	1	北海道	旭川	98	0	127
2015	1	北海道	釧路	96	4	111
2015	1	北海道	北見	40	1	47
2015	1	北海道	計	1060	8	1265
2015	1	東北	青森	364	5	479
2015	1	東北	岩手	187	7	225
2015	1	東北	宮城	655	4	828
2015	1	東北	秋田	180	2	217
2015	1	東北	山形	684	1	828
2015	1	東北	福島	585	7	716
2015	1	東北	計	2655	26	3293
2015	1	東京	計	2704	12	3100
2015	1	関東	茨城	1127	13	1491
2015	1	関東	栃木	479	9	599
2015	1	関東	群馬	1287	3	1634
2015	1	関東	埼玉	2285	15	2797
2015	1	関東	千葉	1489	11	1834
2015	1	関東	神奈川	2360	14	2752
2015	1	関東	新潟	497	6	615
2015	1	関東	山梨	356	3	466
2015	1	関東	長野	815	6	990
2015	1	関東	静岡	2762	9	3582
2015	1	関東	計	13457	89	16760
2015	1	中部	富山	295	4	343
2015	1	中部	石川	294	5	335
2015	1	中部	福井	168	2	201
2015	1	中部	岐阜	658	11	862
2015	1	中部	愛知	3520	23	4387
2015	1	中部	三重	642	6	902
2015	1	中部	計	5577	51	7030
2015	1	近畿	滋賀	471	7	615
2015	1	近畿	京都	743	7	915
2015	1	近畿	大阪	3128	14	3757
2015	1	近畿	兵庫	2357	17	2838
2015	1	近畿	奈良	476	5	614
2015	1	近畿	和歌山	311	0	396
2015	1	近畿	計	7486	50	9135
2015	1	中国	鳥取	89	4	102
2015	1	中国	島根	131	3	144
2015	1	中国	岡山	895	9	1071
2015	1	中国	広島	873	17	1126
2015	1	中国	山口	509	3	634
2015	1	中国	計	2497	36	3077
2015	1	四国	徳島	330	3	430
2015	1	四国	香川	686	10	824
2015	1	四国	愛媛	452	6	530
2015	1	四国	高知	259	7	292
2015	1	四国	計	1727	26	2076
2015	1	九州	福岡	2981	12	3833
2015	1	九州	佐賀	710	8	921
2015	1	九州	長崎	476	6	624
2015	1	九州	熊本	497	7	627
2015	1	九州	大分	301	1	400
2015	1	九州	宮崎	714	4	836
2015	1	九州	鹿児島	669	8	797
2015	1	九州	沖縄	374	2	403
2015	1	九州	計	6722	48	8441
2015	1	合計	計	43885	346	54177
2015	6	北海道	札幌	653	7	767
2015	6	北海道	函館	91	1	114
2015	6	北海道	旭川	79	4	95
2015	6	北海道	釧路	76	3	82
2015	6	北海道	北見	29	1	32
2015	6	北海道	計	928	16	1090
2015	6	東北	青森	302	2	370
2015	6	東北	岩手	186	5	226
2015	6	東北	宮城	604	4	786
2015	6	東北	秋田	176	5	218
2015	6	東北	山形	521	3	644
2015	6	東北	福島	554	8	672
2015	6	東北	計	2343	27	2916
2015	6	東京	計	2717	9	3162
2015	6	関東	茨城	945	8	1211
2015	6	関東	栃木	492	9	588
2015	6	関東	群馬	1232	10	1501
2015	6	関東	埼玉	2253	10	2771
2015	6	関東	千葉	1491	14	1884
2015	6	関東	神奈川	2319	11	2761
2015	6	関東	新潟	403	9	493
2015	6	関東	山梨	372	3	468
2015	6	関東	長野	683	6	823
2015	6	関東	静岡	2503	8	3232
2015	6	関東	計	12693	88	15732
2015	6	中部	富山	294	5	350
2015	6	中部	石川	319	2	358
2015	6	中部	福井	178	2	201
2015	6	中部	岐阜	418	8	550
2015	6	中部	愛知	3483	17	4260
2015	6	中部	三重	594	8	760
2015	6	中部	計	5286	42	6479
2015	6	近畿	滋賀	469	3	606
2015	6	近畿	京都	727	7	881
2015	6	近畿	大阪	3261	17	3867
2015	6	近畿	兵庫	2186	9	2677
2015	6	近畿	奈良	396	3	516
2015	6	近畿	和歌山	283	5	358
2015	6	近畿	計	7322	44	8905
2015	6	中国	鳥取	96	1	116
2015	6	中国	島根	118	1	142
2015	6	中国	岡山	921	2	1126
2015	6	中国	広島	850	5	1036
2015	6	中国	山口	477	2	600
2015	6	中国	計	2462	11	3020
2015	6	四国	徳島	309	1	371
2015	6	四国	香川	628	1	778
2015	6	四国	愛媛	428	5	499
2015	6	四国	高知	218	3	257
2015	6	四国	計	1583	10	1905
2015	6	九州	福岡	3175	10	4184
2015	6	九州	佐賀	696	4	938
2015	6	九州	長崎	452	3	580
2015	6	九州	熊本	520	7	660
2015	6	九州	大分	386	7	459
2015	6	九州	宮崎	843	2	950
2015	6	九州	鹿児島	628	2	722
2015	6	九州	沖縄	436	5	505
2015	6	九州	計	7136	40	8998
2015	6	合計	計	42470	287	52207
2014	11	北海道	札幌	745	11	831
2014	11	北海道	函館	72	2	79
2014	11	北海道	旭川	96	3	127
2014	11	北海道	釧路	82	0	104
2014	11	北海道	北見	42	0	50
2014	11	北海道	計	1037	16	1191
2014	11	東北	青森	351	6	433
2014	11	東北	岩手	219	11	268
2014	11	東北	宮城	746	5	939
2014	11	東北	秋田	196	2	231
2014	11	東北	山形	544	4	687
2014	11	東北	福島	561	6	702
2014	11	東北	計	2617	34	3260
2014	11	東京	計	3172	17	3639
2014	11	関東	茨城	1048	12	1378
2014	11	関東	栃木	527	9	645
2014	11	関東	群馬	1337	10	1697
2014	11	関東	埼玉	2626	18	3180
2014	11	関東	千葉	1708	20	2078
2014	11	関東	神奈川	2655	10	3114
2014	11	関東	新潟	471	8	564
2014	11	関東	山梨	371	6	468
2014	11	関東	長野	760	7	945
2014	11	関東	静岡	2934	20	3821
2014	11	関東	計	14437	120	17890
2014	11	中部	富山	364	4	414
2014	11	中部	石川	275	6	322
2014	11	中部	福井	193	6	212
2014	11	中部	岐阜	602	9	824
2014	11	中部	愛知	4046	13	4975
2014	11	中部	三重	602	8	731
2014	11	中部	計	6082	46	7478
2014	11	近畿	滋賀	496	5	640
2014	11	近畿	京都	806	12	979
2014	11	近畿	大阪	3448	15	4131
2014	11	近畿	兵庫	2576	29	3154
2014	11	近畿	奈良	485	2	611
2014	11	近畿	和歌山	315	6	388
2014	11	近畿	計	8126	69	9903
2014	11	中国	鳥取	94	3	113
2014	11	中国	島根	136	1	151
2014	11	中国	岡山	1007	5	1203
2014	11	中国	広島	1067	5	1308
2014	11	中国	山口	476	3	589
2014	11	中国	計	2780	17	3364
2014	11	四国	徳島	335	4	417
2014	11	四国	香川	732	3	909
2014	11	四国	愛媛	464	7	557
2014	11	四国	高知	197	2	218
2014	11	四国	計	1728	16	2101
2014	11	九州	福岡	3534	12	4706
2014	11	九州	佐賀	729	0	968
2014	11	九州	長崎	552	4	689
2014	11	九州	熊本	624	9	804
2014	11	九州	大分	428	5	554
2014	11	九州	宮崎	808	3	942
2014	11	九州	鹿児島	703	8	821
2014	11	九州	沖縄	504	1	591
2014	11	九州	計	7882	42	10075
2014	11	合計	計	47861	377	58901
2014	10	北海道	札幌	842	7	1007
2014	10	北海道	函館	85	2	126
2014	10	北海道	旭川	113	4	151
2014	10	北海道	釧路	83	3	91
2014	10	北海道	北見	58	0	72
2014	10	北海道	計	1181	16	1447
2014	10	東北	青森	365	9	459
2014	10	東北	岩手	261	6	328
2014	10	東北	宮城	896	7	1173
2014	10	東北	秋田	195	2	236
2014	10	東北	山形	571	9	699
2014	10	東北	福島	684	10	830
2014	10	東北	計	2972	43	3725
2014	10	東京	計	3281	26	3749
2014	10	関東	茨城	1082	17	1392
2014	10	関東	栃木	579	9	713
2014	10	関東	群馬	1502	5	1882
2014	10	関東	埼玉	2568	17	3116
2014	10	関東	千葉	1677	17	2110
2014	10	関東	神奈川	2707	19	3183
2014	10	関東	新潟	584	9	704
2014	10	関東	山梨	442	7	566
2014	10	関東	長野	908	10	1147
2014	10	関東	静岡	2918	19	3730
2014	10	関東	計	14967	129	18543
2014	10	中部	富山	396	6	454
2014	10	中部	石川	393	6	460
2014	10	中部	福井	201	5	238
2014	10	中部	岐阜	750	2	960
2014	10	中部	愛知	3952	21	4883
2014	10	中部	三重	734	14	937
2014	10	中部	計	6426	54	7932
2014	10	近畿	滋賀	555	1	714
2014	10	近畿	京都	868	3	1056
2014	10	近畿	大阪	3624	15	4465
2014	10	近畿	兵庫	2620	19	3172
2014	10	近畿	奈良	290	3	370
2014	10	近畿	和歌山	364	3	449
2014	10	近畿	計	8321	44	10226
2014	10	中国	鳥取	112	2	127
2014	10	中国	島根	149	1	178
2014	10	中国	岡山	1082	9	1269
2014	10	中国	広島	976	6	1200
2014	10	中国	山口	566	8	710
2014	10	中国	計	2885	26	3484
2014	10	四国	徳島	384	3	486
2014	10	四国	香川	754	8	916
2014	10	四国	愛媛	495	6	575
2014	10	四国	高知	240	2	270
2014	10	四国	計	1873	19	2247
2014	10	九州	福岡	3676	10	4771
2014	10	九州	佐賀	785	2	1010
2014	10	九州	長崎	571	3	718
2014	10	九州	熊本	608	6	752
2014	10	九州	大分	458	4	591
2014	10	九州	宮崎	815	2	943
2014	10	九州	鹿児島	752	13	844
2014	10	九州	沖縄	453	3	558
2014	10	九州	計	8118	43	10187
2014	10	合計	計	50024	400	61540
